narrative_text,disaster_type,pension_intent
"I live in Ranchi city. flood destroyed my shelter completely. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Ranchi city. flood destroyed my shelter completely. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Ranchi city, I am 60 years old. flood destroyed my shelter completely. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ranchi city and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Ranchi city. flood destroyed my shelter completely. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Ranchi city. flood destroyed my shelter completely. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Ranchi city. Following the disaster, flood destroyed my shelter completely. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Ranchi city. flood destroyed my shelter completely. i have no strength to work at this age.,Flood,OldAge
"Living in Ranchi city, I am 60 years old. i have no strength to work at this age. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ranchi city. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Ranchi city. flood destroyed my shelter completely. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Ranchi city. flood destroyed my shelter completely. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Ranchi city, I am 60 years old. flood destroyed my shelter completely. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ranchi city and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Ranchi city. flood destroyed my shelter completely. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Ranchi city. flood destroyed my shelter completely. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Ranchi city. Following the disaster, flood destroyed my shelter completely. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Ranchi city. flood destroyed my shelter completely. due to old age i am unemployed.,Flood,OldAge
"Living in Ranchi city, I am 60 years old. due to old age i am unemployed. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ranchi city. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Ranchi city. flood destroyed my shelter completely. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Ranchi city. flood destroyed my shelter completely. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Ranchi city, I am 60 years old. flood destroyed my shelter completely. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ranchi city and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Ranchi city. flood destroyed my shelter completely. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Ranchi city. flood destroyed my shelter completely. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Ranchi city. Following the disaster, flood destroyed my shelter completely. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Ranchi city. flood destroyed my shelter completely. my advanced age prevents me from earning.,Flood,OldAge
"Living in Ranchi city, I am 60 years old. my advanced age prevents me from earning. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ranchi city. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
"I live in Ranchi city. flood destroyed my shelter completely. Due to my condition, my advanced age prevents me from earning.",Flood,OldAge
"At the age of 60, I stay in Ranchi city. flood destroyed my shelter completely. my advanced age prevents me from earning.",Flood,OldAge
"Currently residing in Ranchi city, I am 60 years old. flood destroyed my shelter completely. my advanced age prevents me from earning.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ranchi city and my advanced age prevents me from earning.,Flood,OldAge
"After the incident, I remain in Ranchi city. flood destroyed my shelter completely. At 60, my advanced age prevents me from earning.",Flood,OldAge
"My age is 60 and I stay in Ranchi city. flood destroyed my shelter completely. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Ranchi city. Following the disaster, flood destroyed my shelter completely. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Dhanbad city. floods damaged my house. because of my age i cannot work.,Flood,OldAge
"Living in Dhanbad city, I am 60 years old. because of my age i cannot work. floods damaged my house.",Flood,OldAge
Floods damaged my house in Dhanbad city. I am 60 years old. because of my age i cannot work.,Flood,OldAge
"I live in Dhanbad city. floods damaged my house. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Dhanbad city. floods damaged my house. because of my age i cannot work.",Flood,OldAge
"Currently residing in Dhanbad city, I am 60 years old. floods damaged my house. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Dhanbad city and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Dhanbad city. floods damaged my house. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Dhanbad city. floods damaged my house. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Dhanbad city. Following the disaster, floods damaged my house. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Dhanbad city. floods damaged my house. i am too old to earn now.,Flood,OldAge
"Living in Dhanbad city, I am 60 years old. i am too old to earn now. floods damaged my house.",Flood,OldAge
Floods damaged my house in Dhanbad city. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Dhanbad city. floods damaged my house. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Dhanbad city. floods damaged my house. i am too old to earn now.",Flood,OldAge
"Currently residing in Dhanbad city, I am 60 years old. floods damaged my house. i am too old to earn now.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Dhanbad city and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Dhanbad city. floods damaged my house. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Dhanbad city. floods damaged my house. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Dhanbad city. Following the disaster, floods damaged my house. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Dhanbad city. floods damaged my house. i am elderly and dependent on support.,Flood,OldAge
"Living in Dhanbad city, I am 60 years old. i am elderly and dependent on support. floods damaged my house.",Flood,OldAge
Floods damaged my house in Dhanbad city. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Dhanbad city. floods damaged my house. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Dhanbad city. floods damaged my house. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Dhanbad city, I am 60 years old. floods damaged my house. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Dhanbad city and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Dhanbad city. floods damaged my house. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Dhanbad city. floods damaged my house. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Dhanbad city. Following the disaster, floods damaged my house. At 60, i am elderly and dependent on support.",Flood,OldAge
